"raceId","resultId","grid","year","Air.Temp","Track.Temp","Wind.Speed","track_group","driverRef","team_rank","final_position","constructorRef","circuitRef","Rainfall2"
1034,24698,7,2020,"21.29140625","40.6328125","3.1140625","High_Speed","sainz",3,8,"mclaren","silverstone","Dry"
1035,24711,6,2020,"25.287068965517243","43.227586206896554","2.236206896551724","High_Speed","stroll",3,5,"racing_point","silverstone","Dry"
1034,24687,3,2020,"21.29140625","40.6328125","3.1140625","High_Speed","max_verstappen",6,2,"red_bull","silverstone","Dry"
998,23974,14,2018,"27.43163265306122","52.16938775510204","1.4612244897959183","High_Speed","gasly",6,7,"toro_rosso","silverstone","Dry"
1035,24708,1,2020,"25.287068965517243","43.227586206896554","2.236206896551724","High_Speed","bottas",1,3,"mercedes","silverstone","Dry"
1061,25156,11,2021,"29.400000000000002","50.93152173913043","0.3179347826086957","High_Speed","gasly",7,6,"alphatauri","silverstone","Dry"
1019,24390,4,2019,"18.905084745762718","30.32203389830509","2.011864406779661","High_Speed","max_verstappen",3,5,"red_bull","silverstone","Dry"
1034,24686,1,2020,"21.29140625","40.6328125","3.1140625","High_Speed","hamilton",1,1,"mercedes","silverstone","Dry"
998,23963,1,2018,"27.43163265306122","52.16938775510204","1.4612244897959183","High_Speed","hamilton",1,2,"mercedes","silverstone","Dry"
1019,24391,13,2019,"18.905084745762718","30.32203389830509","2.011864406779661","High_Speed","sainz",7,6,"mclaren","silverstone","Dry"
1035,24716,7,2020,"25.287068965517243","43.227586206896554","2.236206896551724","High_Speed","gasly",7,6,"alphatauri","silverstone","Dry"
1019,24386,2,2019,"18.905084745762718","30.32203389830509","2.011864406779661","High_Speed","hamilton",1,1,"mercedes","silverstone","Dry"
1019,24389,5,2019,"18.905084745762718","30.32203389830509","2.011864406779661","High_Speed","gasly",3,4,"red_bull","silverstone","Dry"
1019,24398,18,2019,"18.905084745762718","30.32203389830509","2.011864406779661","High_Speed","stroll",9,8,"racing_point","silverstone","Dry"
1061,25146,2,2021,"29.400000000000002","50.93152173913043","0.3179347826086957","High_Speed","hamilton",1,1,"mercedes","silverstone","Dry"
1035,24707,2,2020,"25.287068965517243","43.227586206896554","2.236206896551724","High_Speed","hamilton",1,2,"mercedes","silverstone","Dry"
998,23971,12,2018,"27.43163265306122","52.16938775510204","1.4612244897959183","High_Speed","perez",5,5,"force_india","silverstone","Dry"
1019,24401,6,2019,"18.905084745762718","30.32203389830509","2.011864406779661","High_Speed","vettel",3,9,"ferrari","silverstone","Dry"
1019,24387,1,2019,"18.905084745762718","30.32203389830509","2.011864406779661","High_Speed","bottas",1,2,"mercedes","silverstone","Dry"
1035,24709,8,2020,"25.287068965517243","43.227586206896554","2.236206896551724","High_Speed","leclerc",5,4,"ferrari","silverstone","Dry"
1034,24696,2,2020,"21.29140625","40.6328125","3.1140625","High_Speed","bottas",1,7,"mercedes","silverstone","Dry"
998,23973,19,2018,"27.43163265306122","52.16938775510204","1.4612244897959183","High_Speed","stroll",7,6,"williams","silverstone","Dry"
1034,24702,16,2020,"21.29140625","40.6328125","3.1140625","High_Speed","raikkonen",9,9,"alfa","silverstone","Dry"
1061,25151,10,2021,"29.400000000000002","50.93152173913043","0.3179347826086957","High_Speed","sainz",4,4,"ferrari","silverstone","Dry"
1034,24695,10,2020,"21.29140625","40.6328125","3.1140625","High_Speed","vettel",4,6,"ferrari","silverstone","Dry"
1061,25147,4,2021,"29.400000000000002","50.93152173913043","0.3179347826086957","High_Speed","leclerc",4,2,"ferrari","silverstone","Dry"
998,23964,3,2018,"27.43163265306122","52.16938775510204","1.4612244897959183","High_Speed","raikkonen",1,3,"ferrari","silverstone","Dry"
998,23965,4,2018,"27.43163265306122","52.16938775510204","1.4612244897959183","High_Speed","bottas",1,4,"mercedes","silverstone","Dry"
1034,24692,11,2020,"21.29140625","40.6328125","3.1140625","High_Speed","gasly",8,4,"alphatauri","silverstone","Dry"
1035,24717,11,2020,"25.287068965517243","43.227586206896554","2.236206896551724","High_Speed","vettel",5,7,"ferrari","silverstone","Dry"
1061,25161,0,2021,"29.400000000000002","50.93152173913043","0.3179347826086957","High_Speed","perez",3,8,"red_bull","silverstone","Dry"
1035,24720,20,2020,"25.287068965517243","43.227586206896554","2.236206896551724","High_Speed","raikkonen",9,9,"alfa","silverstone","Dry"
1020,24417,5,2019,"21.503401360544217","26.441496598639453","1.006122448979592","Med_Speed","raikkonen",4,6,"alfa","hockenheimring","Wet"
999,23984,2,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","bottas",3,2,"mercedes","hockenheimring","Wet"
999,23997,9,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","leclerc",6,8,"sauber","hockenheimring","Wet"
1020,24409,15,2019,"21.503401360544217","26.441496598639453","1.006122448979592","Med_Speed","stroll",5,3,"racing_point","hockenheimring","Wet"
1020,24414,1,2019,"21.503401360544217","26.441496598639453","1.006122448979592","Med_Speed","hamilton",1,5,"mercedes","hockenheimring","Wet"
1020,24406,2,2019,"21.503401360544217","26.441496598639453","1.006122448979592","Med_Speed","max_verstappen",2,1,"red_bull","hockenheimring","Wet"
999,23989,10,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","perez",7,5,"force_india","hockenheimring","Wet"
1020,24407,20,2019,"21.503401360544217","26.441496598639453","1.006122448979592","Med_Speed","vettel",7,2,"ferrari","hockenheimring","Wet"
1020,24410,7,2019,"21.503401360544217","26.441496598639453","1.006122448979592","Med_Speed","sainz",5,4,"mclaren","hockenheimring","Wet"
999,23985,3,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","raikkonen",1,3,"ferrari","hockenheimring","Wet"
1020,24419,4,2019,"21.503401360544217","26.441496598639453","1.006122448979592","Med_Speed","gasly",2,7,"red_bull","hockenheimring","Wet"
999,23986,4,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","max_verstappen",5,4,"red_bull","hockenheimring","Wet"
999,23983,14,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","hamilton",3,1,"mercedes","hockenheimring","Wet"
999,23994,8,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","sainz",2,6,"renault","hockenheimring","Wet"
999,23996,16,2018,"26.40192307692308","40.66826923076923","2.0086538461538463","Med_Speed","gasly",8,7,"toro_rosso","hockenheimring","Wet"
1062,25168,15,2021,"27.226701570680625","37.822513089005234","0.5675392670157068","Med_Speed","sainz",4,2,"ferrari","hungaroring","Wet"
1033,24676,6,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","leclerc",5,8,"ferrari","hungaroring","Wet"
1000,24008,6,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","gasly",5,5,"toro_rosso","hungaroring","Dry"
1000,24007,2,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","bottas",1,4,"mercedes","hungaroring","Dry"
1000,24016,19,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","perez",8,7,"force_india","hungaroring","Dry"
1021,24433,2,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","bottas",1,8,"mercedes","hungaroring","Dry"
1021,24442,18,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","stroll",9,10,"racing_point","hungaroring","Dry"
1000,24011,5,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","sainz",6,6,"renault","hungaroring","Dry"
1021,24430,8,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","sainz",7,5,"mclaren","hungaroring","Dry"
1021,24436,16,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","perez",9,9,"racing_point","hungaroring","Dry"
1033,24668,2,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","bottas",1,3,"mercedes","hungaroring","Wet"
1021,24427,1,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","max_verstappen",3,2,"red_bull","hungaroring","Dry"
1021,24431,6,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","gasly",3,6,"red_bull","hungaroring","Dry"
1033,24671,5,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","vettel",5,5,"ferrari","hungaroring","Wet"
1000,24019,15,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","stroll",7,8,"williams","hungaroring","Dry"
1021,24426,3,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","hamilton",1,1,"mercedes","hungaroring","Dry"
1021,24429,4,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","leclerc",5,4,"ferrari","hungaroring","Dry"
1033,24667,7,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","max_verstappen",8,2,"red_bull","hungaroring","Wet"
1000,24005,3,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","raikkonen",3,3,"ferrari","hungaroring","Dry"
1033,24669,3,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","stroll",3,4,"racing_point","hungaroring","Wet"
1062,25174,3,2021,"27.226701570680625","37.822513089005234","0.5675392670157068","Med_Speed","max_verstappen",2,4,"red_bull","hungaroring","Wet"
1000,24003,1,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","hamilton",1,1,"mercedes","hungaroring","Dry"
1062,25167,1,2021,"27.226701570680625","37.822513089005234","0.5675392670157068","Med_Speed","hamilton",1,1,"mercedes","hungaroring","Wet"
1062,25175,13,2021,"27.226701570680625","37.822513089005234","0.5675392670157068","Med_Speed","raikkonen",6,5,"alfa","hungaroring","Wet"
1062,25185,10,2021,"27.226701570680625","37.822513089005234","0.5675392670157068","Med_Speed","vettel",4,6,"aston_martin","hungaroring","Wet"
1033,24666,1,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","hamilton",1,1,"mercedes","hungaroring","Wet"
1033,24672,4,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","perez",3,6,"racing_point","hungaroring","Wet"
1033,24680,20,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","raikkonen",9,9,"alfa","hungaroring","Wet"
1021,24428,5,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","vettel",5,3,"ferrari","hungaroring","Dry"
1000,24004,4,2018,"33.75887850467289","51.08971962616822","1.1429906542056074","Med_Speed","vettel",3,2,"ferrari","hungaroring","Dry"
1062,25170,5,2021,"27.226701570680625","37.822513089005234","0.5675392670157068","Med_Speed","gasly",3,3,"alphatauri","hungaroring","Wet"
1033,24674,9,2020,"20.74179104477612","27.129850746268662","1.5597014925373132","Med_Speed","sainz",7,7,"mclaren","hungaroring","Wet"
1021,24432,10,2019,"25.66","44.096923076923076","1.1938461538461538","Med_Speed","raikkonen",8,7,"alfa","hungaroring","Dry"
1001,24025,7,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","max_verstappen",5,3,"red_bull","spa","Dry"
1063,25188,3,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","hamilton",3,2,"mercedes","spa","Wet"
1063,25190,5,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","vettel",5,3,"aston_martin","spa","Wet"
1001,24024,1,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","hamilton",3,2,"mercedes","spa","Dry"
1037,24746,1,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","hamilton",1,1,"mercedes","spa","Dry"
1063,25203,0,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","raikkonen",10,8,"alfa","spa","Wet"
1037,24754,9,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","stroll",4,5,"racing_point","spa","Dry"
1022,24461,6,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","raikkonen",7,8,"alfa","spa","Dry"
1063,25195,11,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","sainz",8,6,"ferrari","spa","Wet"
1001,24027,4,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","perez",1,5,"force_india","spa","Dry"
1022,24449,2,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","vettel",1,4,"ferrari","spa","Dry"
1001,24035,17,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","stroll",8,8,"williams","spa","Dry"
1001,24031,10,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","gasly",6,6,"toro_rosso","spa","Dry"
1001,24026,19,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","bottas",3,4,"mercedes","spa","Dry"
1037,24748,3,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","max_verstappen",3,3,"red_bull","spa","Dry"
1037,24759,13,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","leclerc",8,9,"ferrari","spa","Dry"
1063,25193,9,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","leclerc",8,5,"ferrari","spa","Wet"
1063,25205,19,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","stroll",5,10,"aston_martin","spa","Wet"
1063,25204,0,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","perez",1,9,"red_bull","spa","Wet"
1022,24451,7,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","perez",5,5,"racing_point","spa","Dry"
1037,24765,7,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","sainz",4,10,"mclaren","spa","Dry"
1037,24757,16,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","raikkonen",10,7,"alfa","spa","Dry"
1022,24447,3,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","hamilton",3,2,"mercedes","spa","Dry"
1001,24033,14,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","sainz",7,7,"renault","spa","Dry"
1001,24023,2,2018,"17.327358490566038","27.89811320754717","2.039622641509434","Med_Speed","vettel",2,1,"ferrari","spa","Dry"
1037,24755,8,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","perez",4,6,"racing_point","spa","Dry"
1063,25191,6,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","gasly",7,4,"alphatauri","spa","Wet"
1022,24454,13,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","gasly",8,6,"toro_rosso","spa","Dry"
1037,24753,12,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","gasly",7,4,"alphatauri","spa","Dry"
1063,25186,1,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","max_verstappen",1,1,"red_bull","spa","Wet"
1037,24747,2,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","bottas",1,2,"mercedes","spa","Dry"
1037,24758,14,2020,"18.568595041322315","29.823966942148758","1.465289256198347","Med_Speed","vettel",8,8,"ferrari","spa","Dry"
1063,25197,13,2021,"13.012413793103448","15.258620689655173","0.5113793103448276","Med_Speed","bottas",3,7,"mercedes","spa","Wet"
1022,24455,16,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","stroll",5,7,"racing_point","spa","Dry"
1022,24448,4,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","bottas",3,3,"mercedes","spa","Dry"
1022,24446,1,2019,"17.4","28.119166666666665","2.0358333333333336","Med_Speed","leclerc",1,1,"ferrari","spa","Dry"
1002,24053,15,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","leclerc",10,9,"sauber","monza","Wet"
1002,24047,5,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","max_verstappen",5,5,"red_bull","monza","Wet"
1002,24049,14,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","perez",8,6,"force_india","monza","Wet"
1038,24770,2,2020,"28.090909090909093","41.201398601398594","1.520979020979021","High_Speed","bottas",1,4,"mercedes","monza","Dry"
1038,24766,10,2020,"28.090909090909093","41.201398601398594","1.520979020979021","High_Speed","gasly",6,1,"alphatauri","monza","Dry"
1065,25237,11,2021,"28.885234899328864","43.52751677852349","0.3429530201342281","High_Speed","vettel",5,6,"aston_martin","monza","Dry"
1002,24051,10,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","stroll",7,8,"williams","monza","Wet"
1002,24046,2,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","vettel",1,4,"ferrari","monza","Wet"
1023,24476,17,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","gasly",8,6,"toro_rosso","monza","Dry"
1065,25231,6,2021,"28.885234899328864","43.52751677852349","0.3429530201342281","High_Speed","sainz",3,4,"ferrari","monza","Dry"
1023,24473,19,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","max_verstappen",8,5,"red_bull","monza","Dry"
1002,24044,1,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","raikkonen",1,2,"ferrari","monza","Wet"
1023,24468,2,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","hamilton",1,3,"mercedes","monza","Dry"
1002,24045,4,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","bottas",3,3,"mercedes","monza","Wet"
1023,24477,9,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","stroll",6,7,"racing_point","monza","Dry"
1065,25230,8,2021,"28.885234899328864","43.52751677852349","0.3429530201342281","High_Speed","perez",2,3,"red_bull","monza","Dry"
1065,25228,19,2021,"28.885234899328864","43.52751677852349","0.3429530201342281","High_Speed","bottas",1,1,"mercedes","monza","Dry"
1038,24768,8,2020,"28.090909090909093","41.201398601398594","1.520979020979021","High_Speed","stroll",4,3,"racing_point","monza","Dry"
1065,25232,9,2021,"28.885234899328864","43.52751677852349","0.3429530201342281","High_Speed","stroll",5,5,"aston_martin","monza","Dry"
1002,24056,9,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","gasly",9,10,"toro_rosso","monza","Wet"
1023,24466,1,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","leclerc",1,1,"ferrari","monza","Dry"
1038,24775,4,2020,"28.090909090909093","41.201398601398594","1.520979020979021","High_Speed","perez",4,6,"racing_point","monza","Dry"
1023,24480,0,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","raikkonen",5,9,"alfa","monza","Dry"
1002,24050,7,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","sainz",6,7,"renault","monza","Wet"
1002,24043,3,2018,"22.189898989898992","30.822222222222223","2.1242424242424245","High_Speed","hamilton",3,1,"mercedes","monza","Wet"
1023,24472,18,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","perez",6,4,"racing_point","monza","Dry"
1038,24772,1,2020,"28.090909090909093","41.201398601398594","1.520979020979021","High_Speed","hamilton",1,5,"mercedes","monza","Dry"
1038,24778,14,2020,"28.090909090909093","41.201398601398594","1.520979020979021","High_Speed","raikkonen",7,7,"alfa","monza","Dry"
1038,24767,3,2020,"28.090909090909093","41.201398601398594","1.520979020979021","High_Speed","sainz",3,2,"mclaren","monza","Dry"
1023,24478,4,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","vettel",1,8,"ferrari","monza","Dry"
1065,25229,5,2021,"28.885234899328864","43.52751677852349","0.3429530201342281","High_Speed","leclerc",3,2,"ferrari","monza","Dry"
1023,24467,3,2019,"21.0972972972973","33.04054054054055","1.5666666666666667","High_Speed","bottas",1,2,"mercedes","monza","Dry"
1024,24489,2,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","hamilton",3,4,"mercedes","marina_bay","Dry"
1003,24070,12,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","sainz",7,6,"renault","marina_bay","Dry"
1024,24497,7,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","sainz",6,7,"mclaren","marina_bay","Dry"
1003,24075,15,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","gasly",9,8,"toro_rosso","marina_bay","Dry"
1003,24066,4,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","bottas",1,4,"mercedes","marina_bay","Dry"
1024,24486,3,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","vettel",1,1,"ferrari","marina_bay","Dry"
1003,24063,1,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","hamilton",1,1,"mercedes","marina_bay","Dry"
1024,24493,11,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","gasly",8,6,"toro_rosso","marina_bay","Dry"
1003,24064,2,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","max_verstappen",3,2,"red_bull","marina_bay","Dry"
1003,24071,13,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","leclerc",8,7,"sauber","marina_bay","Dry"
1024,24490,5,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","bottas",3,5,"mercedes","marina_bay","Dry"
1024,24488,4,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","max_verstappen",5,3,"red_bull","marina_bay","Dry"
1024,24498,16,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","stroll",7,8,"racing_point","marina_bay","Dry"
1003,24076,20,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","stroll",10,9,"williams","marina_bay","Dry"
1003,24078,7,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","perez",6,10,"force_india","marina_bay","Dry"
1003,24065,3,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","vettel",3,3,"ferrari","marina_bay","Dry"
1003,24067,5,2018,"29.86541353383459","33.12406015037594","1.978947368421053","Low_Speed","raikkonen",3,5,"ferrari","marina_bay","Dry"
1024,24487,1,2019,"29.965161290322584","35.752903225806456","1.8574193548387095","Low_Speed","leclerc",1,2,"ferrari","marina_bay","Dry"
991,23830,9,2018,"19.446428571428573","37.01964285714286","1.8375000000000001","Med_Speed","sainz",6,6,"renault","shanghai","Wet"
1012,24254,16,2019,"19.32992125984252","27.33700787401575","3.3157480314960632","Med_Speed","stroll",8,9,"racing_point","shanghai","Dry"
991,23826,5,2018,"19.446428571428573","37.01964285714286","1.8375000000000001","Med_Speed","max_verstappen",5,4,"red_bull","shanghai","Wet"
1012,24248,6,2019,"19.32992125984252","27.33700787401575","3.3157480314960632","Med_Speed","gasly",5,6,"red_bull","shanghai","Dry"
991,23840,19,2018,"19.446428571428573","37.01964285714286","1.8375000000000001","Med_Speed","leclerc",10,10,"sauber","shanghai","Wet"
1012,24256,14,2019,"19.32992125984252","27.33700787401575","3.3157480314960632","Med_Speed","sainz",10,10,"mclaren","shanghai","Dry"
1012,24244,1,2019,"19.32992125984252","27.33700787401575","3.3157480314960632","Med_Speed","bottas",1,2,"mercedes","shanghai","Dry"
1012,24250,12,2019,"19.32992125984252","27.33700787401575","3.3157480314960632","Med_Speed","perez",8,7,"racing_point","shanghai","Dry"
1012,24251,13,2019,"19.32992125984252","27.33700787401575","3.3157480314960632","Med_Speed","raikkonen",7,8,"alfa","shanghai","Dry"
991,23823,3,2018,"19.446428571428573","37.01964285714286","1.8375000000000001","Med_Speed","bottas",3,1,"mercedes","shanghai","Wet"
991,23825,4,2018,"19.446428571428573","37.01964285714286","1.8375000000000001","Med_Speed","hamilton",3,3,"mercedes","shanghai","Wet"
991,23829,1,2018,"19.446428571428573","37.01964285714286","1.8375000000000001","Med_Speed","vettel",1,5,"ferrari","shanghai","Wet"
